invoice_date,invoice_no,fy,month_no,account_code,account_name,city,salesman_code,salesman_name,sku,product_name,pack_size,cartons,litres,rate_per_carton,sales_amount
2024-10-28,GA/2024-25/00484,FY2024-25,10,ACC-052,Krishna Srivastava & Company,Shamli,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8960,8960
2024-10-28,GA/2024-25/00485,FY2024-25,10,ACC-117,Shri Khandelwal Sales Corporation,Deoband,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8960,8960
2024-10-28,GA/2024-25/00486,FY2024-25,10,ACC-137,Jai Solanki Marketing,Charthawal,SM03,Amit Saini,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8960,8960
2024-10-29,GA/2024-25/00487,FY2024-25,10,ACC-029,Balaji Rana Agencies,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8640,8640
2024-10-29,GA/2024-25/00488,FY2024-25,10,ACC-082,Shree Kaushik Enterprises,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8640,17280
2024-10-29,GA/2024-25/00489,FY2024-25,10,ACC-098,Balaji Rana Distributors,Shamli,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8960,8960
2024-10-30,GA/2024-25/00490,FY2024-25,10,ACC-043,Shree Jain Dairy,Miranpur,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8800,8800
2024-10-30,GA/2024-25/00491,FY2024-25,10,ACC-044,Mittal Marketing,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8640,8640
2024-10-31,GA/2024-25/00492,FY2024-25,10,ACC-003,Krishna Khurana Provisions,Budhana,SM02,Sunil Tyagi,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,2,30,8960,17920
2024-10-31,GA/2024-25/00493,FY2024-25,10,ACC-049,Goyal General Store,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8640,8640
2024-10-31,GA/2024-25/00494,FY2024-25,10,ACC-097,New Mishra Distributors,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8640,8640
2024-10-31,GA/2024-25/00495,FY2024-25,10,ACC-120,Ganesh Kansal Provisions,Muzaffarnagar,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8960,8960
2024-11-01,GA/2024-25/00496,FY2024-25,11,ACC-050,Jai Sachdeva & Company,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-01,GA/2024-25/00497,FY2024-25,11,ACC-061,Jai Srivastava General Store,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-01,GA/2024-25/00498,FY2024-25,11,ACC-074,Jai Bajaj Stores,Khatauli,SM02,Sunil Tyagi,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-02,GA/2024-25/00499,FY2024-25,11,ACC-015,Wadhwa Super Market,Muzaffarnagar,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-02,GA/2024-25/00500,FY2024-25,11,ACC-016,Ganesh Bhardwaj Trading Co.,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-02,GA/2024-25/00500,FY2024-25,11,ACC-016,Ganesh Bhardwaj Trading Co.,Budhana,SM02,Sunil Tyagi,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-02,GA/2024-25/00501,FY2024-25,11,ACC-082,Shree Kaushik Enterprises,Charthawal,SM03,Amit Saini,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-02,GA/2024-25/00502,FY2024-25,11,ACC-095,Maa Gupta Provisions,Charthawal,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-02,GA/2024-25/00503,FY2024-25,11,ACC-134,Jai Wadhwa Sales Corporation,Kairana,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-04,GA/2024-25/00504,FY2024-25,11,ACC-024,Maa Baliyan Super Market,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-04,GA/2024-25/00505,FY2024-25,11,ACC-026,Krishna Goel Marketing,Shamli,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-04,GA/2024-25/00506,FY2024-25,11,ACC-027,Shree Gupta & Sons,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-04,GA/2024-25/00507,FY2024-25,11,ACC-063,Ganesh Kapoor Trading Co.,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8670,17340
2024-11-06,GA/2024-25/00508,FY2024-25,11,ACC-039,New Chopra Dairy,Deoband,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-06,GA/2024-25/00509,FY2024-25,11,ACC-043,Shree Jain Dairy,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-06,GA/2024-25/00510,FY2024-25,11,ACC-057,Balaji Bhatia Enterprises,Deoband,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-06,GA/2024-25/00511,FY2024-25,11,ACC-118,Laxmi Rana & Sons,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-06,GA/2024-25/00512,FY2024-25,11,ACC-135,Agarwal Traders,Khatauli,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8835,17670
2024-11-06,GA/2024-25/00513,FY2024-25,11,ACC-142,Om Srivastava & Company,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-07,GA/2024-25/00514,FY2024-25,11,ACC-012,Bhardwaj Dairy,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8670,17340
2024-11-07,GA/2024-25/00515,FY2024-25,11,ACC-025,Om Chaudhary Agencies,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-07,GA/2024-25/00516,FY2024-25,11,ACC-097,New Mishra Distributors,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-07,GA/2024-25/00517,FY2024-25,11,ACC-102,Shree Solanki Distributors,Kairana,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-07,GA/2024-25/00518,FY2024-25,11,ACC-112,Om Goyal Kirana Store,Muzaffarnagar,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-07,GA/2024-25/00519,FY2024-25,11,ACC-139,Goel Trading Co.,Muzaffarnagar,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-08,GA/2024-25/00520,FY2024-25,11,ACC-007,Om Pandey Distributors,Purqazi,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,3,45,8670,26010
2024-11-08,GA/2024-25/00520,FY2024-25,11,ACC-007,Om Pandey Distributors,Purqazi,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-08,GA/2024-25/00521,FY2024-25,11,ACC-055,Shree Pandey Stores,Charthawal,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8835,17670
2024-11-08,GA/2024-25/00522,FY2024-25,11,ACC-068,Ganesh Saxena General Store,Shamli,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-09,GA/2024-25/00523,FY2024-25,11,ACC-003,Krishna Khurana Provisions,Budhana,SM02,Sunil Tyagi,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-09,GA/2024-25/00524,FY2024-25,11,ACC-017,Maa Malik Enterprises,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-09,GA/2024-25/00525,FY2024-25,11,ACC-019,Mishra Agencies,Muzaffarnagar,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-09,GA/2024-25/00525,FY2024-25,11,ACC-019,Mishra Agencies,Muzaffarnagar,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-09,GA/2024-25/00526,FY2024-25,11,ACC-041,Chopra Traders,Purqazi,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-09,GA/2024-25/00527,FY2024-25,11,ACC-127,Ganesh Mishra Marketing,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-11,GA/2024-25/00528,FY2024-25,11,ACC-020,Krishna Bhardwaj Trading Co.,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-11,GA/2024-25/00529,FY2024-25,11,ACC-071,New Kansal & Sons,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-12,GA/2024-25/00530,FY2024-25,11,ACC-002,New Dubey Marketing,Kairana,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-12,GA/2024-25/00531,FY2024-25,11,ACC-033,Balaji Singhal Stores,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-12,GA/2024-25/00532,FY2024-25,11,ACC-138,Ganesh Gupta Trading Co.,Muzaffarnagar,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-13,GA/2024-25/00533,FY2024-25,11,ACC-120,Ganesh Kansal Provisions,Muzaffarnagar,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-14,GA/2024-25/00534,FY2024-25,11,ACC-028,Srivastava Distributors,Jansath,SM03,Amit Saini,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-15,GA/2024-25/00535,FY2024-25,11,ACC-048,Maa Sharma Marketing,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-15,GA/2024-25/00536,FY2024-25,11,ACC-062,Dubey General Store,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-15,GA/2024-25/00537,FY2024-25,11,ACC-092,Bhardwaj Distributors,Purqazi,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-15,GA/2024-25/00538,FY2024-25,11,ACC-124,Shree Garg Trading Co.,Muzaffarnagar,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-16,GA/2024-25/00539,FY2024-25,11,ACC-002,New Dubey Marketing,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8670,17340
2024-11-16,GA/2024-25/00540,FY2024-25,11,ACC-032,Goyal Super Market,Deoband,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-16,GA/2024-25/00541,FY2024-25,11,ACC-040,New Mishra Trading Co.,Shamli,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-16,GA/2024-25/00542,FY2024-25,11,ACC-077,Balaji Tiwari Marketing,Shamli,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-16,GA/2024-25/00542,FY2024-25,11,ACC-077,Balaji Tiwari Marketing,Shamli,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8835,17670
2024-11-16,GA/2024-25/00543,FY2024-25,11,ACC-115,Sethi Super Market,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-18,GA/2024-25/00544,FY2024-25,11,ACC-018,Krishna Sharma Enterprises,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8670,17340
2024-11-18,GA/2024-25/00545,FY2024-25,11,ACC-036,Shree Saini Enterprises,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-18,GA/2024-25/00546,FY2024-25,11,ACC-072,Verma Agencies,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-19,GA/2024-25/00547,FY2024-25,11,ACC-078,Krishna Singhal & Company,Shamli,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-19,GA/2024-25/00548,FY2024-25,11,ACC-131,Jai Yadav Traders,Shamli,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-20,GA/2024-25/00549,FY2024-25,11,ACC-096,Maheshwari Stores,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-20,GA/2024-25/00550,FY2024-25,11,ACC-136,Shree Khandelwal Distributors,Jansath,SM03,Amit Saini,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-21,GA/2024-25/00551,FY2024-25,11,ACC-008,Shree Maheshwari Enterprises,Shamli,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-21,GA/2024-25/00551,FY2024-25,11,ACC-008,Shree Maheshwari Enterprises,Shamli,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8835,17670
2024-11-21,GA/2024-25/00552,FY2024-25,11,ACC-029,Balaji Rana Agencies,Khatauli,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-21,GA/2024-25/00553,FY2024-25,11,ACC-066,Dhingra Marketing,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-22,GA/2024-25/00554,FY2024-25,11,ACC-006,Ganesh Jindal Dairy,Kairana,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8835,17670
2024-11-22,GA/2024-25/00555,FY2024-25,11,ACC-037,Maa Yadav Stores,Charthawal,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-22,GA/2024-25/00556,FY2024-25,11,ACC-042,Maa Sachdeva Agencies,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-22,GA/2024-25/00557,FY2024-25,11,ACC-104,Bajaj Agencies,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-23,GA/2024-25/00558,FY2024-25,11,ACC-022,Tandon & Company,Kairana,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,3,45,8995,26985
2024-11-23,GA/2024-25/00559,FY2024-25,11,ACC-052,Krishna Srivastava & Company,Shamli,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-25,GA/2024-25/00560,FY2024-25,11,ACC-009,Krishna Srivastava Agencies,Kairana,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8835,17670
2024-11-25,GA/2024-25/00561,FY2024-25,11,ACC-010,Shree Mishra Provisions,Muzaffarnagar,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,3,45,8995,26985
2024-11-25,GA/2024-25/00562,FY2024-25,11,ACC-056,Bajaj Provisions,Deoband,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-25,GA/2024-25/00563,FY2024-25,11,ACC-089,Jai Sharma Provisions,Purqazi,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-25,GA/2024-25/00564,FY2024-25,11,ACC-093,Maa Malik & Company,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-26,GA/2024-25/00565,FY2024-25,11,ACC-005,Malhotra Dairy,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8670,17340
2024-11-26,GA/2024-25/00565,FY2024-25,11,ACC-005,Malhotra Dairy,Kairana,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,3,45,8835,26505
2024-11-26,GA/2024-25/00566,FY2024-25,11,ACC-031,Laxmi Sirohi Super Market,Charthawal,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8835,17670
2024-11-26,GA/2024-25/00567,FY2024-25,11,ACC-045,Jai Yadav Sales Corporation,Miranpur,SM04,Pankaj Verma,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-26,GA/2024-25/00568,FY2024-25,11,ACC-109,Laxmi Goel Traders,Purqazi,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8670,17340
2024-11-27,GA/2024-25/00569,FY2024-25,11,ACC-003,Krishna Khurana Provisions,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8835,17670
2024-11-27,GA/2024-25/00570,FY2024-25,11,ACC-011,New Maheshwari Super Market,Kairana,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,2,30,8995,17990
2024-11-27,GA/2024-25/00571,FY2024-25,11,ACC-108,New Ahuja Distributors,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-28,GA/2024-25/00572,FY2024-25,11,ACC-001,Om Dubey Super Market,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8670,17340
2024-11-28,GA/2024-25/00573,FY2024-25,11,ACC-004,Jai Solanki Traders,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-28,GA/2024-25/00573,FY2024-25,11,ACC-004,Jai Solanki Traders,Deoband,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-28,GA/2024-25/00573,FY2024-25,11,ACC-004,Jai Solanki Traders,Deoband,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8835,17670
2024-11-28,GA/2024-25/00574,FY2024-25,11,ACC-047,Khurana Distributors,Jansath,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-28,GA/2024-25/00575,FY2024-25,11,ACC-064,Laxmi Mishra Super Market,Miranpur,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-11-28,GA/2024-25/00576,FY2024-25,11,ACC-081,Jai Kapoor Super Market,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-28,GA/2024-25/00577,FY2024-25,11,ACC-099,Balaji Garg Distributors,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-29,GA/2024-25/00578,FY2024-25,11,ACC-013,Krishna Sachdeva Enterprises,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-29,GA/2024-25/00579,FY2024-25,11,ACC-023,Agarwal Distributors,Jansath,SM03,Amit Saini,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-11-29,GA/2024-25/00580,FY2024-25,11,ACC-103,Wadhwa Enterprises,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-11-30,GA/2024-25/00581,FY2024-25,11,ACC-001,Om Dubey Super Market,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8670,17340
2024-11-30,GA/2024-25/00582,FY2024-25,11,ACC-101,Shri Ahuja Enterprises,Miranpur,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-12-02,GA/2024-25/00583,FY2024-25,12,ACC-038,Krishna Saxena Provisions,Miranpur,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-12-02,GA/2024-25/00584,FY2024-25,12,ACC-050,Jai Sachdeva & Company,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-12-02,GA/2024-25/00585,FY2024-25,12,ACC-055,Shree Pandey Stores,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-12-02,GA/2024-25/00585,FY2024-25,12,ACC-055,Shree Pandey Stores,Charthawal,SM03,Amit Saini,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-12-02,GA/2024-25/00586,FY2024-25,12,ACC-059,Balaji Garg Agencies,Purqazi,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8670,17340
2024-12-03,GA/2024-25/00587,FY2024-25,12,ACC-017,Maa Malik Enterprises,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-12-04,GA/2024-25/00588,FY2024-25,12,ACC-002,New Dubey Marketing,Kairana,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,3,45,8995,26985
2024-12-04,GA/2024-25/00589,FY2024-25,12,ACC-133,New Singla Stores,Shamli,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-12-05,GA/2024-25/00590,FY2024-25,12,ACC-020,Krishna Bhardwaj Trading Co.,Khatauli,SM02,Sunil Tyagi,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8995,8995
2024-12-05,GA/2024-25/00591,FY2024-25,12,ACC-097,New Mishra Distributors,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8670,17340
2024-12-05,GA/2024-25/00592,FY2024-25,12,ACC-113,Singla Enterprises,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-12-06,GA/2024-25/00593,FY2024-25,12,ACC-039,New Chopra Dairy,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-12-07,GA/2024-25/00594,FY2024-25,12,ACC-032,Goyal Super Market,Deoband,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-12-07,GA/2024-25/00595,FY2024-25,12,ACC-105,Maa Singhal Enterprises,Miranpur,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-12-09,GA/2024-25/00596,FY2024-25,12,ACC-022,Tandon & Company,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-12-09,GA/2024-25/00597,FY2024-25,12,ACC-025,Om Chaudhary Agencies,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8670,17340
2024-12-09,GA/2024-25/00598,FY2024-25,12,ACC-042,Maa Sachdeva Agencies,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-12-09,GA/2024-25/00599,FY2024-25,12,ACC-067,Gupta Trading Co.,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-12-10,GA/2024-25/00600,FY2024-25,12,ACC-003,Krishna Khurana Provisions,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8835,17670
2024-12-10,GA/2024-25/00601,FY2024-25,12,ACC-014,Maa Chopra Kirana Store,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-12-10,GA/2024-25/00602,FY2024-25,12,ACC-069,Balaji Kapoor General Store,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-12-10,GA/2024-25/00603,FY2024-25,12,ACC-107,Ganesh Sachdeva Provisions,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-12-11,GA/2024-25/00604,FY2024-25,12,ACC-030,Laxmi Sharma Stores,Jansath,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8670,17340
2024-12-11,GA/2024-25/00605,FY2024-25,12,ACC-045,Jai Yadav Sales Corporation,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-12-11,GA/2024-25/00606,FY2024-25,12,ACC-060,New Ahuja Trading Co.,Jansath,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8670,8670
2024-12-12,GA/2024-25/00607,FY2024-25,12,ACC-009,Krishna Srivastava Agencies,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8670,17340
2024-12-12,GA/2024-25/00607,FY2024-25,12,ACC-009,Krishna Srivastava Agencies,Kairana,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
2024-12-12,GA/2024-25/00608,FY2024-25,12,ACC-115,Sethi Super Market,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8835,8835
