invoice_date,invoice_no,account_code,sku,cartons,litres,rate_per_carton,sales_amount
2023-05-11,GA/2023-24/00084,ACC-007,MSG-1L-15,1,15,8360,8360
2023-05-11,GA/2023-24/00085,ACC-015,MSG-1L-15,1,15,8360,8360
2023-05-15,GA/2023-24/00086,ACC-056,MSG-500-30,1,15,8515,8515
2023-05-15,GA/2023-24/00087,ACC-107,MSG-1L-15,1,15,8360,8360
2023-05-16,GA/2023-24/00088,ACC-005,MSG-500-30,3,45,8515,25545
2023-05-16,GA/2023-24/00089,ACC-023,MSG-1L-15,1,15,8360,8360
2023-05-16,GA/2023-24/00090,ACC-048,MSG-1L-15,1,15,8360,8360
2023-05-17,GA/2023-24/00091,ACC-011,MSG-500-30,1,15,8515,8515
2023-05-17,GA/2023-24/00092,ACC-012,MSG-1L-15,1,15,8360,8360
2023-05-19,GA/2023-24/00093,ACC-008,MSG-1L-15,2,30,8360,16720
2023-05-19,GA/2023-24/00094,ACC-096,MSG-500-30,1,15,8515,8515
2023-05-20,GA/2023-24/00095,ACC-016,MSG-500-30,1,15,8515,8515
2023-05-20,GA/2023-24/00096,ACC-029,MSG-1L-15,1,15,8360,8360
2023-05-20,GA/2023-24/00097,ACC-067,MSG-500-30,1,15,8515,8515
2023-05-20,GA/2023-24/00098,ACC-097,MSG-1L-15,1,15,8360,8360
2023-05-20,GA/2023-24/00099,ACC-098,MSG-200-75,1,15,8670,8670
2023-05-22,GA/2023-24/00100,ACC-010,MSG-1L-15,1,15,8360,8360
2023-05-22,GA/2023-24/00101,ACC-042,MSG-1L-15,1,15,8360,8360
2023-05-22,GA/2023-24/00102,ACC-125,MSG-1L-15,1,15,8360,8360
2023-05-23,GA/2023-24/00103,ACC-003,MSG-500-30,5,75,8515,42575
2023-05-24,GA/2023-24/00104,ACC-004,MSG-1L-15,3,45,8360,25080
2023-05-24,GA/2023-24/00105,ACC-059,MSG-500-30,1,15,8515,8515
2023-05-24,GA/2023-24/00106,ACC-081,MSG-1L-15,1,15,8360,8360
2023-05-25,GA/2023-24/00107,ACC-040,MSG-1L-15,1,15,8360,8360
2023-05-25,GA/2023-24/00108,ACC-089,MSG-1L-15,1,15,8360,8360
2023-05-27,GA/2023-24/00109,ACC-002,MSG-1L-15,2,30,8360,16720
2023-05-27,GA/2023-24/00110,ACC-072,MSG-200-75,1,15,8670,8670
2023-05-27,GA/2023-24/00111,ACC-075,MSG-200-75,1,15,8670,8670
2023-05-27,GA/2023-24/00111,ACC-075,MSG-500-30,1,15,8515,8515
2023-05-29,GA/2023-24/00112,ACC-001,MSG-500-30,3,45,8515,25545
2023-05-29,GA/2023-24/00113,ACC-026,MSG-1L-15,1,15,8360,8360
2023-05-29,GA/2023-24/00114,ACC-101,MSG-1L-15,1,15,8360,8360
2023-05-29,GA/2023-24/00114,ACC-101,MSG-500-30,1,15,8515,8515
2023-05-29,GA/2023-24/00115,ACC-135,MSG-200-75,1,15,8670,8670
2023-05-30,GA/2023-24/00116,ACC-018,MSG-500-30,3,45,8515,25545
2023-05-31,GA/2023-24/00117,ACC-037,MSG-1L-15,1,15,8360,8360
2023-05-31,GA/2023-24/00118,ACC-106,MSG-500-30,1,15,8515,8515
2023-05-31,GA/2023-24/00119,ACC-110,MSG-1L-15,1,15,8360,8360
2023-05-31,GA/2023-24/00120,ACC-119,MSG-1L-15,1,15,8360,8360
2023-06-02,GA/2023-24/00121,ACC-018,MSG-500-30,1,15,8515,8515
2023-06-02,GA/2023-24/00122,ACC-041,MSG-500-30,1,15,8515,8515
2023-06-02,GA/2023-24/00123,ACC-072,MSG-500-30,1,15,8515,8515
2023-06-03,GA/2023-24/00124,ACC-040,MSG-1L-15,1,15,8360,8360
2023-06-03,GA/2023-24/00125,ACC-048,MSG-1L-15,1,15,8360,8360
2023-06-03,GA/2023-24/00126,ACC-079,MSG-500-30,1,15,8515,8515
2023-06-03,GA/2023-24/00127,ACC-094,MSG-1L-15,2,30,8360,16720
2023-06-05,GA/2023-24/00128,ACC-006,MSG-1L-15,2,30,8360,16720
2023-06-05,GA/2023-24/00129,ACC-008,MSG-500-30,2,30,8515,17030
2023-06-05,GA/2023-24/00130,ACC-020,MSG-1L-15,1,15,8360,8360
2023-06-05,GA/2023-24/00131,ACC-029,MSG-1L-15,1,15,8360,8360
2023-06-05,GA/2023-24/00132,ACC-037,MSG-500-30,1,15,8515,8515
2023-06-05,GA/2023-24/00133,ACC-046,MSG-500-30,1,15,8515,8515
2023-06-05,GA/2023-24/00134,ACC-059,MSG-1L-15,1,15,8360,8360
2023-06-06,GA/2023-24/00135,ACC-002,MSG-1L-15,1,15,8360,8360
2023-06-06,GA/2023-24/00135,ACC-002,MSG-500-30,2,30,8515,17030
2023-06-06,GA/2023-24/00136,ACC-016,MSG-1L-15,1,15,8360,8360
2023-06-06,GA/2023-24/00137,ACC-140,MSG-500-30,1,15,8515,8515
2023-06-07,GA/2023-24/00138,ACC-045,MSG-1L-15,1,15,8360,8360
2023-06-07,GA/2023-24/00138,ACC-045,MSG-500-30,1,15,8515,8515
2023-06-07,GA/2023-24/00139,ACC-061,MSG-500-30,1,15,8515,8515
2023-06-07,GA/2023-24/00140,ACC-063,MSG-500-30,1,15,8515,8515
2023-06-07,GA/2023-24/00141,ACC-099,MSG-200-75,1,15,8670,8670
2023-06-08,GA/2023-24/00142,ACC-131,MSG-500-30,1,15,8515,8515
2023-06-10,GA/2023-24/00143,ACC-017,MSG-500-30,1,15,8515,8515
2023-06-10,GA/2023-24/00144,ACC-054,MSG-500-30,1,15,8515,8515
2023-06-10,GA/2023-24/00145,ACC-066,MSG-1L-15,1,15,8360,8360
2023-06-10,GA/2023-24/00146,ACC-135,MSG-500-30,2,30,8515,17030
2023-06-12,GA/2023-24/00147,ACC-007,MSG-1L-15,1,15,8360,8360
2023-06-12,GA/2023-24/00148,ACC-019,MSG-1L-15,1,15,8360,8360
2023-06-12,GA/2023-24/00149,ACC-036,MSG-1L-15,1,15,8360,8360
2023-06-12,GA/2023-24/00150,ACC-115,MSG-1L-15,2,30,8360,16720
2023-06-13,GA/2023-24/00151,ACC-014,MSG-1L-15,1,15,8360,8360
2023-06-13,GA/2023-24/00152,ACC-042,MSG-200-75,2,30,8670,17340
2023-06-13,GA/2023-24/00153,ACC-138,MSG-500-30,1,15,8515,8515
2023-06-14,GA/2023-24/00154,ACC-118,MSG-1L-15,1,15,8360,8360
2023-06-14,GA/2023-24/00155,ACC-119,MSG-1L-15,2,30,8360,16720
2023-06-15,GA/2023-24/00156,ACC-003,MSG-500-30,3,45,8515,25545
2023-06-16,GA/2023-24/00157,ACC-087,MSG-1L-15,1,15,8360,8360
2023-06-19,GA/2023-24/00158,ACC-056,MSG-1L-15,2,30,8360,16720
2023-06-19,GA/2023-24/00159,ACC-083,MSG-1L-15,1,15,8360,8360
2023-06-19,GA/2023-24/00160,ACC-108,MSG-1L-15,1,15,8360,8360
2023-06-20,GA/2023-24/00161,ACC-012,MSG-1L-15,1,15,8360,8360
2023-06-20,GA/2023-24/00162,ACC-080,MSG-500-30,2,30,8515,17030
2023-06-21,GA/2023-24/00163,ACC-004,MSG-1L-15,3,45,8360,25080
2023-06-22,GA/2023-24/00164,ACC-009,MSG-500-30,1,15,8515,8515
2023-06-22,GA/2023-24/00165,ACC-027,MSG-200-75,1,15,8670,8670
2023-06-22,GA/2023-24/00166,ACC-116,MSG-1L-15,1,15,8360,8360
2023-06-23,GA/2023-24/00167,ACC-022,MSG-1L-15,1,15,8360,8360
2023-06-23,GA/2023-24/00168,ACC-033,MSG-200-75,1,15,8670,8670
2023-06-23,GA/2023-24/00169,ACC-097,MSG-1L-15,1,15,8360,8360
2023-06-23,GA/2023-24/00170,ACC-113,MSG-500-30,1,15,8515,8515
2023-06-24,GA/2023-24/00171,ACC-044,MSG-500-30,1,15,8515,8515
2023-06-26,GA/2023-24/00172,ACC-005,MSG-1L-15,3,45,8360,25080
2023-06-26,GA/2023-24/00173,ACC-015,MSG-500-30,1,15,8515,8515
2023-06-27,GA/2023-24/00174,ACC-120,MSG-200-75,1,15,8670,8670
2023-06-28,GA/2023-24/00175,ACC-117,MSG-1L-15,1,15,8360,8360
2023-06-29,GA/2023-24/00176,ACC-010,MSG-1L-15,1,15,8360,8360
2023-06-29,GA/2023-24/00177,ACC-047,MSG-1L-15,1,15,8360,8360
2023-06-29,GA/2023-24/00178,ACC-051,MSG-200-75,1,15,8670,8670
2023-06-29,GA/2023-24/00179,ACC-139,MSG-200-75,2,30,8670,17340
2023-06-30,GA/2023-24/00180,ACC-013,MSG-1L-15,1,15,8360,8360
2023-06-30,GA/2023-24/00181,ACC-110,MSG-1L-15,1,15,8360,8360
2023-07-03,GA/2023-24/00182,ACC-003,MSG-1L-15,3,45,8360,25080
2023-07-03,GA/2023-24/00183,ACC-099,MSG-1L-15,1,15,8360,8360
2023-07-04,GA/2023-24/00184,ACC-005,MSG-1L-15,2,30,8360,16720
2023-07-05,GA/2023-24/00185,ACC-045,MSG-500-30,1,15,8515,8515
2023-07-05,GA/2023-24/00186,ACC-130,MSG-500-30,1,15,8515,8515
2023-07-06,GA/2023-24/00187,ACC-036,MSG-1L-15,2,30,8360,16720
2023-07-07,GA/2023-24/00188,ACC-014,MSG-1L-15,1,15,8360,8360
2023-07-07,GA/2023-24/00188,ACC-014,MSG-500-30,1,15,8515,8515
2023-07-07,GA/2023-24/00189,ACC-080,MSG-1L-15,1,15,8360,8360
2023-07-08,GA/2023-24/00190,ACC-020,MSG-1L-15,1,15,8360,8360
2023-07-10,GA/2023-24/00191,ACC-008,MSG-1L-15,3,45,8360,25080
2023-07-10,GA/2023-24/00192,ACC-049,MSG-1L-15,1,15,8360,8360
2023-07-11,GA/2023-24/00193,ACC-073,MSG-1L-15,1,15,8360,8360
2023-07-12,GA/2023-24/00194,ACC-030,MSG-1L-15,1,15,8360,8360
2023-07-12,GA/2023-24/00195,ACC-072,MSG-1L-15,1,15,8360,8360
2023-07-13,GA/2023-24/00196,ACC-010,MSG-500-30,2,30,8515,17030
2023-07-13,GA/2023-24/00197,ACC-031,MSG-500-30,1,15,8515,8515
2023-07-13,GA/2023-24/00198,ACC-081,MSG-1L-15,1,15,8360,8360
2023-07-17,GA/2023-24/00199,ACC-025,MSG-1L-15,1,15,8360,8360
2023-07-17,GA/2023-24/00199,ACC-025,MSG-500-30,1,15,8515,8515
2023-07-17,GA/2023-24/00200,ACC-040,MSG-1L-15,1,15,8360,8360
2023-07-18,GA/2023-24/00201,ACC-004,MSG-500-30,3,45,8515,25545
2023-07-18,GA/2023-24/00202,ACC-105,MSG-1L-15,1,15,8360,8360
2023-07-18,GA/2023-24/00203,ACC-141,MSG-1L-15,1,15,8360,8360
2023-07-20,GA/2023-24/00204,ACC-002,MSG-1L-15,1,15,8360,8360
2023-07-20,GA/2023-24/00205,ACC-054,MSG-1L-15,1,15,8360,8360
2023-07-20,GA/2023-24/00206,ACC-113,MSG-500-30,1,15,8515,8515
2023-07-21,GA/2023-24/00207,ACC-108,MSG-500-30,1,15,8515,8515
2023-07-22,GA/2023-24/00208,ACC-001,MSG-200-75,1,15,8670,8670
2023-07-22,GA/2023-24/00208,ACC-001,MSG-500-30,2,30,8515,17030
2023-07-22,GA/2023-24/00209,ACC-120,MSG-200-75,1,15,8670,8670
2023-07-24,GA/2023-24/00210,ACC-002,MSG-200-75,2,30,8670,17340
2023-07-24,GA/2023-24/00211,ACC-012,MSG-500-30,1,15,8515,8515
2023-07-24,GA/2023-24/00212,ACC-019,MSG-1L-15,2,30,8360,16720
2023-07-24,GA/2023-24/00213,ACC-069,MSG-1L-15,2,30,8360,16720
2023-07-24,GA/2023-24/00214,ACC-084,MSG-1L-15,1,15,8360,8360
2023-07-24,GA/2023-24/00215,ACC-110,MSG-1L-15,1,15,8360,8360
2023-07-25,GA/2023-24/00216,ACC-013,MSG-1L-15,2,30,8360,16720
2023-07-26,GA/2023-24/00217,ACC-001,MSG-1L-15,1,15,8360,8360
2023-07-26,GA/2023-24/00217,ACC-001,MSG-500-30,1,15,8515,8515
2023-07-26,GA/2023-24/00218,ACC-023,MSG-500-30,1,15,8515,8515
2023-07-26,GA/2023-24/00219,ACC-048,MSG-500-30,2,30,8515,17030
2023-07-26,GA/2023-24/00220,ACC-068,MSG-1L-15,2,30,8360,16720
2023-07-26,GA/2023-24/00221,ACC-088,MSG-1L-15,1,15,8360,8360
2023-07-27,GA/2023-24/00222,ACC-007,MSG-1L-15,1,15,8360,8360
2023-07-27,GA/2023-24/00223,ACC-092,MSG-200-75,1,15,8670,8670
2023-07-27,GA/2023-24/00224,ACC-125,MSG-1L-15,1,15,8360,8360
2023-07-28,GA/2023-24/00225,ACC-006,MSG-1L-15,3,45,8360,25080
2023-07-28,GA/2023-24/00226,ACC-079,MSG-1L-15,1,15,8360,8360
2023-07-29,GA/2023-24/00227,ACC-142,MSG-1L-15,1,15,8360,8360
2023-07-31,GA/2023-24/00228,ACC-066,MSG-1L-15,1,15,8360,8360
2023-07-31,GA/2023-24/00229,ACC-067,MSG-500-30,1,15,8515,8515
2023-08-01,GA/2023-24/00230,ACC-012,MSG-1L-15,1,15,8360,8360
2023-08-02,GA/2023-24/00231,ACC-002,MSG-1L-15,2,30,8360,16720
2023-08-02,GA/2023-24/00232,ACC-004,MSG-1L-15,3,45,8360,25080
2023-08-02,GA/2023-24/00233,ACC-030,MSG-1L-15,1,15,8360,8360
2023-08-02,GA/2023-24/00234,ACC-092,MSG-200-75,2,30,8670,17340
2023-08-02,GA/2023-24/00235,ACC-105,MSG-1L-15,1,15,8360,8360
2023-08-04,GA/2023-24/00236,ACC-036,MSG-500-30,1,15,8515,8515
2023-08-04,GA/2023-24/00237,ACC-094,MSG-1L-15,1,15,8360,8360
2023-08-07,GA/2023-24/00238,ACC-008,MSG-500-30,3,45,8515,25545
2023-08-08,GA/2023-24/00239,ACC-020,MSG-1L-15,2,30,8360,16720
2023-08-08,GA/2023-24/00240,ACC-051,MSG-1L-15,1,15,8360,8360
2023-08-08,GA/2023-24/00241,ACC-116,MSG-1L-15,1,15,8360,8360
2023-08-09,GA/2023-24/00242,ACC-003,MSG-1L-15,2,30,8360,16720
2023-08-09,GA/2023-24/00243,ACC-037,MSG-1L-15,1,15,8360,8360
2023-08-10,GA/2023-24/00244,ACC-073,MSG-500-30,1,15,8515,8515
2023-08-11,GA/2023-24/00245,ACC-006,MSG-1L-15,2,30,8360,16720
2023-08-11,GA/2023-24/00245,ACC-006,MSG-200-75,1,15,8670,8670
2023-08-12,GA/2023-24/00246,ACC-033,MSG-1L-15,1,15,8360,8360
2023-08-14,GA/2023-24/00247,ACC-039,MSG-1L-15,1,15,8360,8360
2023-08-14,GA/2023-24/00248,ACC-070,MSG-1L-15,1,15,8360,8360
2023-08-14,GA/2023-24/00249,ACC-101,MSG-1L-15,1,15,8360,8360
2023-08-14,GA/2023-24/00250,ACC-106,MSG-1L-15,1,15,8360,8360
2023-08-14,GA/2023-24/00250,ACC-106,MSG-500-30,1,15,8515,8515
2023-08-15,GA/2023-24/00251,ACC-129,MSG-500-30,1,15,8515,8515
2023-08-16,GA/2023-24/00252,ACC-001,MSG-500-30,3,45,8515,25545
2023-08-16,GA/2023-24/00253,ACC-054,MSG-200-75,1,15,8670,8670
2023-08-17,GA/2023-24/00254,ACC-035,MSG-1L-15,1,15,8360,8360
2023-08-17,GA/2023-24/00254,ACC-035,MSG-500-30,1,15,8515,8515
2023-08-17,GA/2023-24/00255,ACC-119,MSG-1L-15,1,15,8360,8360
2023-08-17,GA/2023-24/00256,ACC-127,MSG-1L-15,1,15,8360,8360
2023-08-18,GA/2023-24/00257,ACC-001,MSG-1L-15,1,15,8360,8360
2023-08-18,GA/2023-24/00257,ACC-001,MSG-200-75,2,30,8670,17340
2023-08-18,GA/2023-24/00258,ACC-075,MSG-1L-15,1,15,8360,8360
2023-08-19,GA/2023-24/00259,ACC-005,MSG-1L-15,2,30,8360,16720
2023-08-19,GA/2023-24/00260,ACC-027,MSG-500-30,1,15,8515,8515
2023-08-21,GA/2023-24/00261,ACC-002,MSG-1L-15,1,15,8360,8360
2023-08-21,GA/2023-24/00261,ACC-002,MSG-500-30,1,15,8515,8515
2023-08-21,GA/2023-24/00262,ACC-014,MSG-200-75,1,15,8670,8670
2023-08-21,GA/2023-24/00263,ACC-025,MSG-200-75,1,15,8670,8670
2023-08-21,GA/2023-24/00264,ACC-118,MSG-500-30,1,15,8515,8515
2023-08-22,GA/2023-24/00265,ACC-003,MSG-1L-15,1,15,8360,8360
2023-08-22,GA/2023-24/00265,ACC-003,MSG-500-30,2,30,8515,17030
2023-08-22,GA/2023-24/00266,ACC-015,MSG-500-30,1,15,8515,8515
2023-08-22,GA/2023-24/00267,ACC-016,MSG-1L-15,1,15,8360,8360
2023-08-22,GA/2023-24/00268,ACC-120,MSG-1L-15,1,15,8360,8360
2023-08-23,GA/2023-24/00269,ACC-009,MSG-1L-15,2,30,8360,16720
2023-08-23,GA/2023-24/00270,ACC-018,MSG-1L-15,1,15,8360,8360
2023-08-24,GA/2023-24/00271,ACC-019,MSG-1L-15,1,15,8360,8360
2023-08-24,GA/2023-24/00272,ACC-056,MSG-1L-15,1,15,8360,8360
2023-08-25,GA/2023-24/00273,ACC-059,MSG-1L-15,1,15,8360,8360
2023-08-26,GA/2023-24/00274,ACC-010,MSG-200-75,1,15,8670,8670
2023-08-26,GA/2023-24/00275,ACC-074,MSG-500-30,1,15,8515,8515
2023-08-28,GA/2023-24/00276,ACC-007,MSG-1L-15,2,30,8360,16720
2023-08-28,GA/2023-24/00277,ACC-028,MSG-1L-15,2,30,8360,16720
2023-08-28,GA/2023-24/00278,ACC-099,MSG-200-75,1,15,8670,8670
2023-08-28,GA/2023-24/00279,ACC-113,MSG-1L-15,2,30,8360,16720
2023-08-29,GA/2023-24/00280,ACC-022,MSG-1L-15,1,15,8360,8360
2023-08-29,GA/2023-24/00281,ACC-032,MSG-1L-15,1,15,8360,8360
2023-08-30,GA/2023-24/00282,ACC-029,MSG-1L-15,1,15,8360,8360
2023-08-31,GA/2023-24/00283,ACC-047,MSG-1L-15,1,15,8360,8360
2023-08-31,GA/2023-24/00283,ACC-047,MSG-500-30,1,15,8515,8515
2023-09-01,GA/2023-24/00284,ACC-001,MSG-500-30,3,45,8515,25545
2023-09-01,GA/2023-24/00285,ACC-015,MSG-1L-15,1,15,8360,8360
2023-09-01,GA/2023-24/00286,ACC-066,MSG-500-30,1,15,8515,8515
2023-09-02,GA/2023-24/00287,ACC-059,MSG-500-30,2,30,8515,17030
2023-09-02,GA/2023-24/00288,ACC-118,MSG-1L-15,1,15,8360,8360
2023-09-02,GA/2023-24/00289,ACC-123,MSG-1L-15,1,15,8360,8360
2023-09-04,GA/2023-24/00290,ACC-002,MSG-200-75,2,30,8670,17340
2023-09-04,GA/2023-24/00291,ACC-039,MSG-1L-15,1,15,8360,8360
2023-09-04,GA/2023-24/00292,ACC-051,MSG-500-30,1,15,8515,8515
2023-09-04,GA/2023-24/00293,ACC-097,MSG-1L-15,1,15,8360,8360
2023-09-04,GA/2023-24/00294,ACC-126,MSG-200-75,1,15,8670,8670
2023-09-05,GA/2023-24/00295,ACC-009,MSG-1L-15,2,30,8360,16720
2023-09-05,GA/2023-24/00296,ACC-044,MSG-500-30,1,15,8515,8515
2023-09-05,GA/2023-24/00297,ACC-110,MSG-1L-15,1,15,8360,8360
2023-09-06,GA/2023-24/00298,ACC-108,MSG-1L-15,1,15,8360,8360
2023-09-07,GA/2023-24/00299,ACC-005,MSG-1L-15,2,30,8360,16720
2023-09-07,GA/2023-24/00300,ACC-012,MSG-1L-15,1,15,8360,8360
2023-09-07,GA/2023-24/00301,ACC-063,MSG-200-75,2,30,8670,17340
2023-09-07,GA/2023-24/00302,ACC-070,MSG-1L-15,1,15,8360,8360
2023-09-07,GA/2023-24/00303,ACC-101,MSG-200-75,2,30,8670,17340
2023-09-08,GA/2023-24/00304,ACC-028,MSG-1L-15,1,15,8360,8360
2023-09-08,GA/2023-24/00305,ACC-115,MSG-1L-15,1,15,8360,8360
2023-09-09,GA/2023-24/00306,ACC-010,MSG-500-30,2,30,8515,17030
2023-09-09,GA/2023-24/00307,ACC-040,MSG-200-75,1,15,8670,8670
2023-09-09,GA/2023-24/00308,ACC-041,MSG-1L-15,2,30,8360,16720
2023-09-11,GA/2023-24/00309,ACC-002,MSG-200-75,1,15,8670,8670
2023-09-11,GA/2023-24/00310,ACC-006,MSG-1L-15,1,15,8360,8360
2023-09-11,GA/2023-24/00310,ACC-006,MSG-500-30,2,30,8515,17030
2023-09-11,GA/2023-24/00311,ACC-031,MSG-1L-15,1,15,8360,8360
2023-09-11,GA/2023-24/00311,ACC-031,MSG-500-30,1,15,8515,8515
2023-09-11,GA/2023-24/00312,ACC-033,MSG-500-30,1,15,8515,8515
2023-09-11,GA/2023-24/00313,ACC-036,MSG-500-30,1,15,8515,8515
2023-09-11,GA/2023-24/00314,ACC-089,MSG-1L-15,1,15,8360,8360
2023-09-11,GA/2023-24/00315,ACC-133,MSG-1L-15,2,30,8360,16720
2023-09-12,GA/2023-24/00316,ACC-030,MSG-500-30,1,15,8515,8515
2023-09-13,GA/2023-24/00317,ACC-008,MSG-1L-15,4,60,8360,33440
2023-09-13,GA/2023-24/00318,ACC-017,MSG-1L-15,1,15,8360,8360
2023-09-13,GA/2023-24/00319,ACC-055,MSG-500-30,1,15,8515,8515
2023-09-13,GA/2023-24/00320,ACC-141,MSG-500-30,1,15,8515,8515
2023-09-14,GA/2023-24/00321,ACC-054,MSG-500-30,1,15,8515,8515
2023-09-14,GA/2023-24/00322,ACC-081,MSG-500-30,1,15,8515,8515
2023-09-14,GA/2023-24/00323,ACC-113,MSG-200-75,1,15,8670,8670
2023-09-14,GA/2023-24/00324,ACC-139,MSG-200-75,1,15,8670,8670
2023-09-15,GA/2023-24/00325,ACC-013,MSG-1L-15,1,15,8360,8360
2023-09-15,GA/2023-24/00326,ACC-019,MSG-200-75,1,15,8670,8670
2023-09-15,GA/2023-24/00327,ACC-037,MSG-1L-15,1,15,8360,8360
2023-09-15,GA/2023-24/00328,ACC-048,MSG-1L-15,1,15,8360,8360
2023-09-15,GA/2023-24/00329,ACC-093,MSG-200-75,1,15,8670,8670
2023-09-16,GA/2023-24/00330,ACC-016,MSG-200-75,2,30,8670,17340
2023-09-16,GA/2023-24/00331,ACC-021,MSG-200-75,1,15,8670,8670
2023-09-16,GA/2023-24/00332,ACC-035,MSG-1L-15,1,15,8360,8360
2023-09-16,GA/2023-24/00333,ACC-109,MSG-500-30,2,30,8515,17030
2023-09-18,GA/2023-24/00334,ACC-018,MSG-1L-15,1,15,8360,8360
2023-09-18,GA/2023-24/00335,ACC-022,MSG-1L-15,1,15,8360,8360
2023-09-18,GA/2023-24/00336,ACC-090,MSG-1L-15,1,15,8360,8360
2023-09-18,GA/2023-24/00337,ACC-128,MSG-1L-15,1,15,8360,8360
2023-09-19,GA/2023-24/00338,ACC-024,MSG-500-30,1,15,8515,8515
2023-09-19,GA/2023-24/00339,ACC-056,MSG-1L-15,1,15,8360,8360
2023-09-19,GA/2023-24/00340,ACC-099,MSG-1L-15,1,15,8360,8360
2023-09-19,GA/2023-24/00341,ACC-116,MSG-500-30,1,15,8515,8515
2023-09-20,GA/2023-24/00342,ACC-007,MSG-1L-15,1,15,8360,8360
2023-09-20,GA/2023-24/00342,ACC-007,MSG-200-75,1,15,8670,8670
2023-09-20,GA/2023-24/00343,ACC-069,MSG-500-30,1,15,8515,8515
2023-09-20,GA/2023-24/00344,ACC-145,MSG-500-30,1,15,8515,8515
2023-09-22,GA/2023-24/00345,ACC-003,MSG-1L-15,2,30,8360,16720
2023-09-22,GA/2023-24/00346,ACC-004,MSG-1L-15,3,45,8360,25080
2023-09-23,GA/2023-24/00347,ACC-067,MSG-1L-15,1,15,8360,8360
2023-09-23,GA/2023-24/00348,ACC-083,MSG-1L-15,1,15,8360,8360
2023-09-23,GA/2023-24/00349,ACC-105,MSG-500-30,1,15,8515,8515
2023-09-25,GA/2023-24/00350,ACC-003,MSG-1L-15,2,30,8360,16720
2023-09-25,GA/2023-24/00350,ACC-003,MSG-500-30,1,15,8515,8515
2023-09-25,GA/2023-24/00351,ACC-068,MSG-1L-15,1,15,8360,8360
2023-09-25,GA/2023-24/00352,ACC-117,MSG-200-75,1,15,8670,8670
2023-09-25,GA/2023-24/00353,ACC-121,MSG-1L-15,2,30,8360,16720
2023-09-27,GA/2023-24/00354,ACC-023,MSG-500-30,1,15,8515,8515
2023-09-27,GA/2023-24/00355,ACC-038,MSG-500-30,1,15,8515,8515
2023-09-28,GA/2023-24/00356,ACC-042,MSG-500-30,1,15,8515,8515
2023-09-28,GA/2023-24/00357,ACC-045,MSG-1L-15,1,15,8360,8360
2023-09-28,GA/2023-24/00358,ACC-079,MSG-500-30,1,15,8515,8515
2023-09-28,GA/2023-24/00359,ACC-130,MSG-1L-15,1,15,8360,8360
2023-09-29,GA/2023-24/00360,ACC-011,MSG-1L-15,1,15,8360,8360
2023-09-30,GA/2023-24/00361,ACC-032,MSG-1L-15,1,15,8360,8360
2023-09-30,GA/2023-24/00362,ACC-132,MSG-1L-15,1,15,8360,8360
2023-10-02,GA/2023-24/00363,ACC-019,MSG-1L-15,2,30,8425,16850
2023-10-02,GA/2023-24/00364,ACC-093,MSG-200-75,1,15,8735,8735
2023-10-02,GA/2023-24/00365,ACC-112,MSG-1L-15,1,15,8425,8425
2023-10-02,GA/2023-24/00366,ACC-126,MSG-500-30,1,15,8580,8580
2023-10-03,GA/2023-24/00367,ACC-001,MSG-1L-15,1,15,8425,8425
2023-10-03,GA/2023-24/00368,ACC-005,MSG-1L-15,3,45,8425,25275
2023-10-03,GA/2023-24/00369,ACC-012,MSG-200-75,1,15,8735,8735
2023-10-03,GA/2023-24/00369,ACC-012,MSG-500-30,1,15,8580,8580
2023-10-03,GA/2023-24/00370,ACC-031,MSG-500-30,1,15,8580,8580
2023-10-03,GA/2023-24/00371,ACC-051,MSG-1L-15,1,15,8425,8425
2023-10-03,GA/2023-24/00371,ACC-051,MSG-200-75,1,15,8735,8735
2023-10-03,GA/2023-24/00372,ACC-067,MSG-500-30,1,15,8580,8580
2023-10-04,GA/2023-24/00373,ACC-022,MSG-1L-15,1,15,8425,8425
2023-10-04,GA/2023-24/00373,ACC-022,MSG-500-30,1,15,8580,8580
2023-10-04,GA/2023-24/00374,ACC-079,MSG-1L-15,1,15,8425,8425
2023-10-04,GA/2023-24/00375,ACC-130,MSG-1L-15,1,15,8425,8425
2023-10-04,GA/2023-24/00376,ACC-132,MSG-1L-15,1,15,8425,8425
2023-10-05,GA/2023-24/00377,ACC-047,MSG-500-30,2,30,8580,17160
2023-10-06,GA/2023-24/00378,ACC-009,MSG-200-75,3,45,8735,26205
2023-10-06,GA/2023-24/00379,ACC-026,MSG-500-30,1,15,8580,8580
2023-10-06,GA/2023-24/00380,ACC-138,MSG-1L-15,1,15,8425,8425
2023-10-07,GA/2023-24/00381,ACC-002,MSG-1L-15,2,30,8425,16850
2023-10-07,GA/2023-24/00382,ACC-004,MSG-1L-15,1,15,8425,8425
2023-10-07,GA/2023-24/00382,ACC-004,MSG-500-30,1,15,8580,8580
2023-10-07,GA/2023-24/00383,ACC-033,MSG-1L-15,1,15,8425,8425
2023-10-07,GA/2023-24/00383,ACC-033,MSG-200-75,1,15,8735,8735
2023-10-07,GA/2023-24/00384,ACC-042,MSG-1L-15,1,15,8425,8425
2023-10-09,GA/2023-24/00385,ACC-044,MSG-500-30,1,15,8580,8580
2023-10-09,GA/2023-24/00386,ACC-045,MSG-1L-15,2,30,8425,16850
